"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"32003002708","Census Tract 27.08, Clark County, Nevada","Census Tract 27.08, Clark County, Nevada","nv","140","00","ACSSF","0000424",,,,,"32","003",,,,"002708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002708",,,"374461","0",2472,2472,17097.78,0.14458020654922,2472,1174,1298,2472,285,190,180,150,187,579,289,247,252,63,38,12,2472,752,845,9,204,0,525,137,1069,592,251,341,45,296,477,285,192,29171,1273,1069,124,945,2472,755,845,1600,872
"32003002808","Census Tract 28.08, Clark County, Nevada","Census Tract 28.08, Clark County, Nevada","nv","140","00","ACSSF","0000425",,,,,"32","003",,,,"002808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002808",,,"4518859","0",2290,2290,1312.516,1.74474128837663,2290,1154,1136,2290,147,132,87,64,79,561,352,267,277,211,76,37,2290,1661,243,0,131,0,124,131,830,535,355,180,73,107,295,163,132,89130,908,830,562,268,2247,207,252,459,1788
"32003002810","Census Tract 28.10, Clark County, Nevada","Census Tract 28.10, Clark County, Nevada","nv","140","00","ACSSF","0000426",,,,,"32","003",,,,"002810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002810",,,"1211243","0",3556,3556,7603.757,0.467663556742348,3556,1713,1843,3556,208,165,135,139,361,1052,461,507,295,205,28,0,3556,2091,735,51,394,29,177,79,1723,684,401,283,120,163,1039,565,474,41075,2539,1723,83,1640,3556,581,1130,1711,1845
"32003002811","Census Tract 28.11, Clark County, Nevada","Census Tract 28.11, Clark County, Nevada","nv","140","00","ACSSF","0000427",,,,,"32","003",,,,"002811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002811",,,"2418732","0",4230,4230,4529.501,0.93387768591978,4230,2189,2041,4230,153,213,235,190,318,535,605,809,531,349,205,87,4230,3052,378,58,597,0,22,123,1450,1083,814,269,131,138,367,165,202,80461,1680,1450,1063,387,4230,295,416,711,3519
"32003002814","Census Tract 28.14, Clark County, Nevada","Census Tract 28.14, Clark County, Nevada","nv","140","00","ACSSF","0000428",,,,,"32","003",,,,"002814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002814",,,"2261362","0",5734,5734,6567.277,0.873116786641483,5734,2958,2776,5734,159,352,481,133,419,849,845,947,863,546,120,20,5734,3748,475,18,591,208,333,361,1952,1370,988,382,115,267,582,226,356,86683,2172,1952,1192,760,5689,795,438,1233,4456
"32003002821","Census Tract 28.21, Clark County, Nevada","Census Tract 28.21, Clark County, Nevada","nv","140","00","ACSSF","0000429",,,,,"32","003",,,,"002821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002821",,,"2720948","0",4759,4759,4529.948,1.05056394083679,4759,2065,2694,4759,333,430,141,28,429,1664,362,329,600,184,209,50,4759,2524,602,26,416,0,509,682,2166,816,592,224,66,158,1350,489,861,37328,2473,2166,241,1925,4739,1397,699,2096,2643
"32003002822","Census Tract 28.22, Clark County, Nevada","Census Tract 28.22, Clark County, Nevada","nv","140","00","ACSSF","0000430",,,,,"32","003",,,,"002822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002822",,,"1441640","0",3927,3927,7055.078,0.556620339553697,3927,1855,2072,3927,239,364,151,170,426,808,408,398,461,268,223,11,3927,2509,180,0,228,0,976,34,1140,729,386,343,76,267,411,148,263,44071,1203,1140,620,520,3914,732,1158,1890,2024
"32003002823","Census Tract 28.23, Clark County, Nevada","Census Tract 28.23, Clark County, Nevada","nv","140","00","ACSSF","0000431",,,,,"32","003",,,,"002823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002823",,,"893631","0",4014,4014,11633.67,0.345032872739179,4014,1831,2183,4014,329,222,175,95,439,747,487,441,389,414,182,94,4014,2135,343,53,316,159,699,309,1714,714,452,262,59,203,1000,433,567,34923,1961,1714,418,1296,3953,824,1054,1878,2075
"32003002824","Census Tract 28.24, Clark County, Nevada","Census Tract 28.24, Clark County, Nevada","nv","140","00","ACSSF","0000432",,,,,"32","003",,,,"002824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002824",,,"1541873","0",1564,1564,2627.156,0.595320518859547,1564,776,788,1564,77,18,63,61,129,148,151,257,195,305,109,51,1564,1093,60,9,184,0,191,27,551,401,334,67,11,56,150,92,58,72708,657,551,479,72,1539,101,163,264,1275
"32003002825","Census Tract 28.25, Clark County, Nevada","Census Tract 28.25, Clark County, Nevada","nv","140","00","ACSSF","0000433",,,,,"32","003",,,,"002825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002825",,,"1333215","0",3235,3235,6284.516,0.514757211230322,3235,1716,1519,3235,168,174,166,87,111,302,467,716,521,381,105,37,3235,2193,148,0,131,0,645,118,1098,738,536,202,88,114,360,219,141,61196,1233,1098,842,256,3203,498,688,1186,2017
"32003002826","Census Tract 28.26, Clark County, Nevada","Census Tract 28.26, Clark County, Nevada","nv","140","00","ACSSF","0000434",,,,,"32","003",,,,"002826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002826",,,"1421701","0",3086,3086,5621.93,0.548921848286556,3086,1544,1542,3086,142,150,211,147,286,391,296,538,473,287,133,32,3086,2161,208,7,137,0,448,125,1048,766,531,235,87,148,282,137,145,64033,1103,1048,879,169,3063,106,604,710,2353
"32003002827","Census Tract 28.27, Clark County, Nevada","Census Tract 28.27, Clark County, Nevada","nv","140","00","ACSSF","0000435",,,,,"32","003",,,,"002827",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002827",,,"1090672","0",2743,2743,6513.725,0.421110831401535,2743,1475,1268,2743,198,87,74,63,340,556,381,359,339,248,73,25,2743,1553,486,13,206,90,267,128,1123,606,449,157,55,102,517,248,269,46743,1159,1123,603,520,2743,306,682,988,1755
"32003002828","Census Tract 28.28, Clark County, Nevada","Census Tract 28.28, Clark County, Nevada","nv","140","00","ACSSF","0000436",,,,,"32","003",,,,"002828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002828",,,"3190164","0",3318,3318,2693.774,1.23172925897726,3318,1688,1630,3318,152,129,114,127,378,328,479,520,476,372,192,51,3318,2530,188,0,403,0,70,127,1345,774,592,182,55,127,571,317,254,56782,1924,1345,790,555,3315,371,424,795,2520
"32003002829","Census Tract 28.29, Clark County, Nevada","Census Tract 28.29, Clark County, Nevada","nv","140","00","ACSSF","0000437",,,,,"32","003",,,,"002829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002829",,,"1367691","0",3924,3924,7430.854,0.528068469815304,3924,1921,2003,3924,126,260,262,101,256,570,549,642,600,313,156,89,3924,2713,194,16,322,0,390,289,1380,929,652,277,136,141,451,204,247,78472,1517,1380,1053,327,3924,167,698,865,3059
"32003002830","Census Tract 28.30, Clark County, Nevada","Census Tract 28.30, Clark County, Nevada","nv","140","00","ACSSF","0000438",,,,,"32","003",,,,"002830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002830",,,"1785696","0",6515,6515,9449.409,0.689461109472322,6515,3057,3458,6515,186,381,389,342,621,690,960,855,832,709,324,226,6515,4332,321,16,749,393,364,340,2706,1451,1087,364,138,226,1255,541,714,53095,2988,2706,1268,1438,6515,729,1042,1771,4744
"32003002831","Census Tract 28.31, Clark County, Nevada","Census Tract 28.31, Clark County, Nevada","nv","140","00","ACSSF","0000439",,,,,"32","003",,,,"002831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002831",,,"1252893","0",3731,3731,7712.746,0.483744712330713,3731,2047,1684,3731,146,197,98,90,379,806,609,571,452,274,74,35,3731,2110,210,0,902,62,330,117,1997,746,500,246,45,201,1251,824,427,43516,2767,1997,433,1564,3731,459,805,1264,2467
"32003002832","Census Tract 28.32, Clark County, Nevada","Census Tract 28.32, Clark County, Nevada","nv","140","00","ACSSF","0000440",,,,,"32","003",,,,"002832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002832",,,"1953772","0",6204,6204,8224.238,0.754355618636071,6204,3372,2832,6204,110,311,206,187,776,1547,540,861,928,457,245,36,6204,3716,541,20,1241,220,133,333,2872,1133,827,306,137,169,1739,1007,732,52700,3818,2872,1271,1601,6099,733,1519,2252,3847
"32003002833","Census Tract 28.33, Clark County, Nevada","Census Tract 28.33, Clark County, Nevada","nv","140","00","ACSSF","0000441",,,,,"32","003",,,,"002833",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002833",,,"1374414","0",5513,5513,10388.87,0.530664234737767,5513,2839,2674,5513,247,279,355,319,491,765,857,709,803,407,185,96,5513,4216,98,34,924,0,68,173,1868,1442,962,480,187,293,426,205,221,68261,2064,1868,1331,537,5513,368,510,878,4635
"32003002834","Census Tract 28.34, Clark County, Nevada","Census Tract 28.34, Clark County, Nevada","nv","140","00","ACSSF","0000442",,,,,"32","003",,,,"002834",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002834",,,"1317777","0",6095,6095,11979.25,0.508796565852815,6095,3184,2911,6095,386,392,431,129,464,1435,982,734,648,296,198,0,6095,4516,210,0,712,28,92,537,2306,1366,970,396,95,301,940,595,345,64898,2481,2306,1281,1025,6008,440,617,1057,4951
"32003002835","Census Tract 28.35, Clark County, Nevada","Census Tract 28.35, Clark County, Nevada","nv","140","00","ACSSF","0000443",,,,,"32","003",,,,"002835",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002835",,,"609954","0",2599,2599,11035.88,0.235504566044321,2599,1198,1401,2599,175,166,136,86,225,516,356,499,161,183,43,53,2599,1557,352,10,425,34,98,123,1048,597,390,207,94,113,451,274,177,50049,1180,1048,470,578,2599,274,455,729,1870
"32003002836","Census Tract 28.36, Clark County, Nevada","Census Tract 28.36, Clark County, Nevada","nv","140","00","ACSSF","0000444",,,,,"32","003",,,,"002836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002836",,,"611612","0",3675,3675,15562.49,0.236144723450456,3675,1711,1964,3675,140,361,290,154,462,759,419,528,359,127,76,0,3675,2209,416,0,523,101,274,152,1282,857,511,346,92,254,425,229,196,64688,1430,1282,558,724,3654,322,756,1078,2576
"32003002837","Census Tract 28.37, Clark County, Nevada","Census Tract 28.37, Clark County, Nevada","nv","140","00","ACSSF","0000445",,,,,"32","003",,,,"002837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002837",,,"5879294","0",6036,6036,2659.021,2.2700082008102,6036,2802,3234,6036,349,322,283,200,395,652,850,823,970,726,363,103,6036,4403,463,69,412,61,417,211,2215,1736,1482,254,85,169,479,157,322,83057,2484,2215,1916,299,6036,260,1086,1346,4690
"32003002838","Census Tract 28.38, Clark County, Nevada","Census Tract 28.38, Clark County, Nevada","nv","140","00","ACSSF","0000446",,,,,"32","003",,,,"002838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002838",,,"3241785","0",5380,5380,4298.291,1.25166023935246,5380,2776,2604,5380,416,213,169,158,471,839,813,686,625,766,184,40,5380,3928,191,75,427,61,239,459,2094,1330,1103,227,70,157,764,394,370,66745,2177,2094,1348,746,5368,442,681,1123,4245
"32003002841","Census Tract 28.41, Clark County, Nevada","Census Tract 28.41, Clark County, Nevada","nv","140","00","ACSSF","0000447",,,,,"32","003",,,,"002841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002841",,,"7971294","0",3297,3297,1071.243,3.07773395089089,3297,1692,1605,3297,183,162,147,102,203,652,384,537,374,461,65,27,3297,2352,129,0,512,17,123,164,1314,818,696,122,40,82,496,237,259,84257,1610,1314,792,522,3297,117,182,299,2998
"32003002842","Census Tract 28.42, Clark County, Nevada","Census Tract 28.42, Clark County, Nevada","nv","140","00","ACSSF","0000448",,,,,"32","003",,,,"002842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002842",,,"3190920","0",6399,6399,5193.904,1.23202115222155,6399,3417,2982,6399,526,398,533,252,691,1217,1196,666,365,409,44,102,6399,3822,309,0,1251,267,205,545,1985,1408,936,472,184,288,577,386,191,74967,2222,1985,1115,870,6375,474,1496,1970,4405
"32003002843","Census Tract 28.43, Clark County, Nevada","Census Tract 28.43, Clark County, Nevada","nv","140","00","ACSSF","0000449",,,,,"32","003",,,,"002843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002843",,,"3597724","0",10028,10028,7219.12,1.3890890614165,10028,5040,4988,10028,884,1020,555,387,1000,2304,1678,763,838,496,62,41,10028,5893,842,0,2035,246,279,733,3146,2128,1447,681,237,444,1018,502,516,74925,3541,3146,1621,1525,9975,285,2449,2734,7241
"32003002844","Census Tract 28.44, Clark County, Nevada","Census Tract 28.44, Clark County, Nevada","nv","140","00","ACSSF","0000450",,,,,"32","003",,,,"002844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002844",,,"1299874","0",5844,5844,11644.12,0.501884178613955,5844,3070,2774,5844,283,236,225,170,966,1542,635,880,536,279,71,21,5844,3426,504,0,981,129,483,321,2252,1375,771,604,104,500,877,476,401,56140,2681,2252,1252,1000,5827,486,1542,2028,3799
"32003002845","Census Tract 28.45, Clark County, Nevada","Census Tract 28.45, Clark County, Nevada","nv","140","00","ACSSF","0000451",,,,,"32","003",,,,"002845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002845",,,"925444","0",4732,4732,13243.18,0.35731594123216,4732,2333,2399,4732,452,346,236,278,630,917,763,534,309,155,103,9,4732,2943,670,49,444,55,184,387,1810,1232,540,692,157,535,578,435,143,55205,2037,1810,571,1239,4732,825,864,1689,3043
"32003002846","Census Tract 28.46, Clark County, Nevada","Census Tract 28.46, Clark County, Nevada","nv","140","00","ACSSF","0000452",,,,,"32","003",,,,"002846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002846",,,"1628400","0",7234,7234,11505.76,0.628728781754973,7234,3578,3656,7234,536,434,440,229,1000,1338,880,1138,724,324,158,33,7234,4227,973,11,1205,0,368,450,2348,1613,980,633,254,379,735,253,482,64369,2685,2348,891,1457,7234,944,1791,2735,4499
"32003002847","Census Tract 28.47, Clark County, Nevada","Census Tract 28.47, Clark County, Nevada","nv","140","00","ACSSF","0000453",,,,,"32","003",,,,"002847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002847",,,"7796309","0",4309,4309,1431.48,3.01017186180013,4309,2075,2234,4309,450,258,303,164,401,945,485,467,502,207,121,6,4309,2156,731,55,635,0,470,262,1467,861,517,344,106,238,606,364,242,34014,2656,1467,345,1122,4303,1453,949,2402,1901
"32003002848","Census Tract 28.48, Clark County, Nevada","Census Tract 28.48, Clark County, Nevada","nv","140","00","ACSSF","0000454",,,,,"32","003",,,,"002848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002848",,,"1064777","0",3827,3827,9308.883,0.411112715580149,3827,2101,1726,3827,221,39,239,102,397,731,573,656,439,292,119,19,3827,2363,465,34,456,48,304,157,1635,997,579,418,103,315,638,341,297,56222,1688,1635,924,711,3827,352,607,959,2868
"32003002905","Census Tract 29.05, Clark County, Nevada","Census Tract 29.05, Clark County, Nevada","nv","140","00","ACSSF","0000455",,,,,"32","003",,,,"002905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002905",,,"2712853","0",4643,4643,4432.719,1.04743844373024,4643,2439,2204,4643,235,237,131,164,815,514,492,807,605,306,184,153,4643,2798,453,59,636,0,585,112,1797,938,589,349,188,161,859,485,374,39306,2281,1797,587,1210,4288,860,1088,1948,2340
"32003002915","Census Tract 29.15, Clark County, Nevada","Census Tract 29.15, Clark County, Nevada","nv","140","00","ACSSF","0000456",,,,,"32","003",,,,"002915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002915",,,"2740704","0",4877,4877,4608.806,1.05819177540591,4877,2384,2493,4877,193,172,173,62,307,550,800,648,821,736,321,94,4877,3380,350,19,339,65,389,335,2215,1270,834,436,0,436,945,485,460,52701,2329,2215,976,1239,4844,578,601,1179,3665
"32003002916","Census Tract 29.16, Clark County, Nevada","Census Tract 29.16, Clark County, Nevada","nv","140","00","ACSSF","0000457",,,,,"32","003",,,,"002916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002916",,,"2775805","0",2856,2856,2664.815,1.07174434785026,2856,1412,1444,2856,225,190,95,64,138,403,255,314,502,443,128,99,2856,1850,436,20,244,0,80,226,1169,761,509,252,29,223,408,167,241,49019,1292,1169,478,691,2856,237,432,669,2187
"32003002919","Census Tract 29.19, Clark County, Nevada","Census Tract 29.19, Clark County, Nevada","nv","140","00","ACSSF","0000458",,,,,"32","003",,,,"002919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002919",,,"2645437","0",4155,4155,4067.91,1.02140897950106,4155,2078,2077,4155,199,332,181,177,312,589,347,888,408,434,233,55,4155,2424,400,13,688,0,483,147,1520,975,536,439,115,324,545,201,344,44227,1885,1520,933,587,4145,1013,533,1546,2599
"32003002935","Census Tract 29.35, Clark County, Nevada","Census Tract 29.35, Clark County, Nevada","nv","140","00","ACSSF","0000459",,,,,"32","003",,,,"002935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002935",,,"912486","0",1520,1520,4314.348,0.35231282924863,1520,763,757,1520,68,52,60,42,73,134,193,253,260,296,71,18,1520,1080,97,28,175,0,79,61,522,376,259,117,54,63,146,96,50,54890,615,522,407,115,1520,90,478,568,952
"32003002936","Census Tract 29.36, Clark County, Nevada","Census Tract 29.36, Clark County, Nevada","nv","140","00","ACSSF","0000460",,,,,"32","003",,,,"002936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002936",,,"983318","0",3443,3443,9068.611,0.379661218507576,3443,1647,1796,3443,102,152,124,90,179,649,523,354,547,481,154,88,3443,1873,353,45,458,10,458,246,1335,763,462,301,131,170,572,260,312,52348,1455,1335,622,713,3443,476,910,1386,2057
"32003002937","Census Tract 29.37, Clark County, Nevada","Census Tract 29.37, Clark County, Nevada","nv","140","00","ACSSF","0000461",,,,,"32","003",,,,"002937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002937",,,"1210425","0",5166,5166,11053.87,0.467347725163205,5166,2719,2447,5166,446,249,309,140,471,1124,964,492,565,322,64,20,5166,2182,594,17,729,0,1541,103,1920,1028,556,472,205,267,892,451,441,47711,2310,1920,381,1539,5166,1284,1274,2558,2608
"32003002938","Census Tract 29.38, Clark County, Nevada","Census Tract 29.38, Clark County, Nevada","nv","140","00","ACSSF","0000462",,,,,"32","003",,,,"002938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002938",,,"1946946","0",1539,1539,2047.305,0.751720085189584,1539,766,773,1539,68,76,106,44,72,165,188,334,173,205,76,32,1539,920,183,8,341,0,49,38,594,359,235,124,47,77,235,133,102,47273,692,594,337,257,1533,114,411,525,1008
"32003002939","Census Tract 29.39, Clark County, Nevada","Census Tract 29.39, Clark County, Nevada","nv","140","00","ACSSF","0000463",,,,,"32","003",,,,"002939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002939",,,"2618617","0",1902,1902,1881.206,1.01105371916781,1902,1031,871,1902,37,35,77,87,202,131,132,333,292,333,215,28,1902,1302,94,7,346,2,66,85,688,550,480,70,38,32,138,98,40,120375,764,688,622,66,1902,89,119,208,1694
"32003002940","Census Tract 29.40, Clark County, Nevada","Census Tract 29.40, Clark County, Nevada","nv","140","00","ACSSF","0000464",,,,,"32","003",,,,"002940",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002940",,,"980994","0",3606,3606,9520.442,0.378763917052898,3606,1649,1957,3606,199,107,260,125,407,585,453,527,528,210,181,24,3606,1688,388,0,1053,51,177,249,1260,881,581,300,42,258,379,189,190,65066,1428,1260,595,665,3606,596,235,831,2775
"32003002941","Census Tract 29.41, Clark County, Nevada","Census Tract 29.41, Clark County, Nevada","nv","140","00","ACSSF","0000465",,,,,"32","003",,,,"002941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002941",,,"1475904","0",5824,5824,10220.24,0.569849744477581,5824,2830,2994,5824,164,252,457,255,589,1290,582,829,804,411,149,42,5824,4034,870,0,386,25,341,168,1776,1260,686,574,121,453,516,259,257,43534,2002,1776,924,852,5824,1794,1046,2840,2984
"32003002942","Census Tract 29.42, Clark County, Nevada","Census Tract 29.42, Clark County, Nevada","nv","140","00","ACSSF","0000466",,,,,"32","003",,,,"002942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002942",,,"1347864","0",4700,4700,9031.285,0.520413221991762,4700,2346,2354,4700,217,164,221,150,523,457,651,784,523,564,389,57,4700,2626,563,0,691,11,444,365,1772,1121,852,269,124,145,651,371,280,50227,2085,1772,1180,592,4688,725,1084,1809,2879
"32003002944","Census Tract 29.44, Clark County, Nevada","Census Tract 29.44, Clark County, Nevada","nv","140","00","ACSSF","0000467",,,,,"32","003",,,,"002944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002944",,,"1608028","0",4128,4128,6648.809,0.620863108246061,4128,1839,2289,4128,164,237,171,119,149,802,380,683,596,526,198,103,4128,1929,223,24,1564,8,208,172,1477,998,682,316,42,274,479,238,241,52406,1710,1477,1016,461,4128,579,579,1158,2970
"32003002946","Census Tract 29.46, Clark County, Nevada","Census Tract 29.46, Clark County, Nevada","nv","140","00","ACSSF","0000468",,,,,"32","003",,,,"002946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002946",,,"899711","0",2044,2044,5884.04,0.347380373963123,2044,1018,1026,2044,35,64,63,56,215,284,310,204,383,302,99,29,2044,1142,233,7,416,0,191,55,843,461,289,172,65,107,382,203,179,50404,1011,843,472,371,2044,289,367,656,1388
"32003002947","Census Tract 29.47, Clark County, Nevada","Census Tract 29.47, Clark County, Nevada","nv","140","00","ACSSF","0000469",,,,,"32","003",,,,"002947",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002947",,,"3337435","0",3075,3075,2386.328,1.28859091239033,3075,1605,1470,3075,123,87,138,128,148,395,261,447,594,459,222,73,3075,2341,29,0,467,0,157,81,1045,756,540,216,92,124,289,167,122,72460,1120,1045,875,170,3030,292,207,499,2531
"32003002948","Census Tract 29.48, Clark County, Nevada","Census Tract 29.48, Clark County, Nevada","nv","140","00","ACSSF","0000470",,,,,"32","003",,,,"002948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002948",,,"1328194","0",3605,3605,7029.776,0.512818592209694,3605,2004,1601,3605,296,137,356,87,473,531,456,587,367,165,147,3,3605,1650,353,13,40,0,1497,52,1133,717,510,207,74,133,416,283,133,51649,1254,1133,715,418,3605,541,1080,1621,1984
"32003002949","Census Tract 29.49, Clark County, Nevada","Census Tract 29.49, Clark County, Nevada","nv","140","00","ACSSF","0000471",,,,,"32","003",,,,"002949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002949",,,"1006929","0",3447,3447,8866.254,0.388777476961283,3447,1928,1519,3447,137,153,74,29,514,529,253,766,545,229,173,45,3447,1966,226,0,665,0,395,195,1232,786,538,248,92,156,446,294,152,65238,1287,1232,818,414,3447,307,818,1125,2322
"32003002950","Census Tract 29.50, Clark County, Nevada","Census Tract 29.50, Clark County, Nevada","nv","140","00","ACSSF","0000472",,,,,"32","003",,,,"002950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002950",,,"1083500","0",4683,4683,11194.2,0.418341706602502,4683,2268,2415,4683,197,237,342,91,475,903,554,833,502,461,73,15,4683,2245,531,8,1365,0,248,286,1682,1010,673,337,141,196,672,348,324,53796,2202,1682,705,977,4683,397,1057,1454,3229
"32003002951","Census Tract 29.51, Clark County, Nevada","Census Tract 29.51, Clark County, Nevada","nv","140","00","ACSSF","0000473",,,,,"32","003",,,,"002951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US32003002951",,,"2609198","0",8452,8452,8389.772,1.00741702278157,8452,3922,4530,8452,305,426,675,156,960,1308,1376,1169,936,709,419,13,8452,4248,812,33,2254,0,795,310,3082,1799,1214,585,213,372,1283,542,741,46223,3857,3082,1165,1917,8452,1646,1979,3625,4827
