FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,US,Region,Division,State (Census Code),State (FIPS),County,County Subdivision (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Census Tract,Block Group,Consolidated City,American Indian Area/Alaska Native Area/Hawaiian Home Land (Census),American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian Tribal Subdivision (Census),American Indian Tribal Subdivision (FIPS),Alaska Native Regional Corporation (FIPS),Metropolitan and Micropolitan Statistical Area,Combined Statistical Area,Metropolitan Division,Metropolitan Area Central City,Metropolitan/Micropolitan Indicator Flag,New England City and Town Combined Statistical Area,New England City and Town Area,New England City and Town Area Division,Urban Area,Urban Area Central Place,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,Voting District,ZIP Code Tabulation Area (3-digit),ZIP Code Tabulation Area (5-digit),Subbarrio (FIPS),School District (Elementary),School District (Secondary),School District (Unified),Urban/Rural,Principal City Indicator,Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 5% File,Public Use Microdata Area - 1% File,Geographic Identifier,Tribal Tract,Tribal Block Group,Area (Land),Area (Water),Total Population,Total Population,Population Density (Per Sq. Mile),Area (Land),Total Population:,Total Population: Male,Total Population: Female,Total Population:,Total Population: Under 5 Years,Total Population: 5 to 9 Years,Total Population: 10 to 14 Years,Total Population: 15 to 17 Years,Total Population: 18 to 24 Years,Total Population: 25 to 34 Years,Total Population: 35 to 44 Years,Total Population: 45 to 54 Years,Total Population: 55 to 64 Years,Total Population: 65 to 74 Years,Total Population: 75 to 84 Years,Total Population: 85 Years and Over,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Households:,Households: Family Households,Households: Family Households: Married-Couple Family,Households: Family Households: Other Family,"Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present",Households: Nonfamily Households,Households: Nonfamily Households: Male Householder,Households: Nonfamily Households: Female Householder,Median Household Income (In 2017 Inflation Adjusted Dollars),Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Population for Whom Poverty Status Is Determined:,Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly),Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling),Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling),Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)
6075012201,"Census Tract 122.01, San Francisco County, California","Census Tract 122.01, San Francisco County, California",ca,140,0,ACSSF,9003,,,,,6,75,,,,12201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075012201,,,92048,0,4710,4710,132527,0.035539933,4710,3077,1633,4710,84,168,27,50,348,1344,983,628,603,228,79,168,4710,2019,359,0,992,0,911,429,2869,672,505,167,63,104,2197,1604,593,56298,3092,2869,134,2735,4710,671,920,1591,3119
6075012202,"Census Tract 122.02, San Francisco County, California","Census Tract 122.02, San Francisco County, California",ca,140,0,ACSSF,9004,,,,,6,75,,,,12202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075012202,,,92823,0,3443,3443,96068.09,0.035839162,3443,2330,1113,3443,44,80,0,45,218,972,607,571,479,293,103,31,3443,1647,461,43,612,12,440,228,1642,334,268,66,48,18,1308,938,370,36719,1718,1642,62,1580,3443,1056,843,1899,1544
6075012301,"Census Tract 123.01, San Francisco County, California","Census Tract 123.01, San Francisco County, California",ca,140,0,ACSSF,9005,,,,,6,75,,,,12301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075012301,,,92148,0,2124,2124,59698.9,0.035578543,2124,1194,930,2124,88,4,82,62,166,349,311,393,270,238,104,57,2124,1048,254,33,539,0,204,46,1307,310,174,136,51,85,997,627,370,17342,1676,1307,0,1307,2124,777,612,1389,735
6075012302,"Census Tract 123.02, San Francisco County, California","Census Tract 123.02, San Francisco County, California",ca,140,0,ACSSF,9006,,,,,6,75,,,,12302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075012302,,,92649,0,2507,2507,70082.78,0.03577198,2507,1436,1071,2507,22,11,0,44,281,796,459,369,366,61,72,26,2507,1228,119,0,771,7,240,142,1896,246,171,75,0,75,1650,935,715,40976,2257,1896,9,1887,2507,614,345,959,1548
6075012401,"Census Tract 124.01, San Francisco County, California","Census Tract 124.01, San Francisco County, California",ca,140,0,ACSSF,9007,,,,,6,75,,,,12401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075012401,,,91972,0,4986,4986,140408.8,0.035510589,4986,3071,1915,4986,303,121,230,63,452,1144,759,757,813,252,60,32,4986,2014,543,45,1479,49,576,280,2725,768,344,424,170,254,1957,1367,590,23467,3129,2725,0,2725,4986,1355,1567,2922,2064
6075012402,"Census Tract 124.02, San Francisco County, California","Census Tract 124.02, San Francisco County, California",ca,140,0,ACSSF,9008,,,,,6,75,,,,12402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075012402,,,358024,0,4000,4000,28936.47,0.138233845,4000,2190,1810,4000,177,51,25,43,412,1229,576,586,384,305,133,79,4000,2100,269,3,1022,48,428,130,2472,402,237,165,34,131,2070,1296,774,46422,2671,2472,150,2322,3697,950,356,1306,2391
6075012501,"Census Tract 125.01, San Francisco County, California","Census Tract 125.01, San Francisco County, California",ca,140,0,ACSSF,9009,,,,,6,75,,,,12501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075012501,,,135257,0,3559,3559,68150.02,0.052223022,3559,2193,1366,3559,38,111,124,133,207,248,576,784,513,691,49,85,3559,1386,388,7,1450,0,312,16,2210,688,315,373,45,328,1522,1074,448,21412,2630,2210,68,2142,3478,1116,1195,2311,1167
6075012502,"Census Tract 125.02, San Francisco County, California","Census Tract 125.02, San Francisco County, California",ca,140,0,ACSSF,9010,,,,,6,75,,,,12502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075012502,,,61277,0,3707,3707,156683.3,0.023659183,3707,1987,1720,3707,110,40,0,12,104,461,627,465,836,538,422,92,3707,1175,384,47,1409,0,416,276,2246,459,329,130,35,95,1787,978,809,12479,2313,2246,7,2239,3563,1446,909,2355,1208
6075012601,"Census Tract 126.01, San Francisco County, California","Census Tract 126.01, San Francisco County, California",ca,140,0,ACSSF,9011,,,,,6,75,,,,12601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075012601,,,170458,0,2592,2592,39383.59,0.065814205,2592,1249,1343,2592,183,34,20,10,65,897,470,405,265,131,92,20,2592,2298,55,0,206,0,0,33,1569,470,442,28,9,19,1099,479,620,129139,1680,1569,283,1286,2592,61,128,189,2403
6075012602,"Census Tract 126.02, San Francisco County, California","Census Tract 126.02, San Francisco County, California",ca,140,0,ACSSF,9012,,,,,6,75,,,,12602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US06075012602,,,629712,544217,2814,2814,11573.9,0.243133173,2814,1277,1537,2814,201,76,36,11,98,1056,587,280,185,143,88,53,2814,2346,15,0,384,0,30,39,1602,499,438,61,38,23,1103,441,662,129196,1817,1602,259,1343,2814,115,245,360,2454
