"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"06017031302","Census Tract 313.02, El Dorado County, California","Census Tract 313.02, El Dorado County, California","ca","140","00","ACSSF","0003380",,,,,"06","017",,,,"031302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031302",,,"33297789","83617",5169,5169,402.0582,12.8563483691816,5169,2182,2987,5169,274,236,375,266,301,496,558,1148,627,556,224,108,5169,4946,5,0,46,49,98,25,1908,1279,1001,278,65,213,629,303,326,40417,2271,1908,1366,542,5169,1157,704,1861,3308
"06017031402","Census Tract 314.02, El Dorado County, California","Census Tract 314.02, El Dorado County, California","ca","140","00","ACSSF","0003381",,,,,"06","017",,,,"031402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031402",,,"788931825","156657",5743,5743,18.85372,304.608299343472,5743,2946,2797,5743,194,247,424,88,518,386,484,781,1319,978,271,53,5743,5395,18,48,72,0,39,171,2211,1677,1423,254,55,199,534,208,326,52819,2882,2211,1912,299,5699,718,1150,1868,3831
"06017031404","Census Tract 314.04, El Dorado County, California","Census Tract 314.04, El Dorado County, California","ca","140","00","ACSSF","0003382",,,,,"06","017",,,,"031404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031404",,,"41122678","64907",2294,2294,144.4807,15.8775561894495,2294,1092,1202,2294,48,130,80,105,169,140,226,300,471,453,155,17,2294,2051,6,77,32,0,11,117,896,656,591,65,37,28,240,139,101,77361,1013,896,800,96,2287,252,202,454,1833
"06017031405","Census Tract 314.05, El Dorado County, California","Census Tract 314.05, El Dorado County, California","ca","140","00","ACSSF","0003383",,,,,"06","017",,,,"031405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031405",,,"28275421","0",2372,2372,217.2718,10.9172011607776,2372,1229,1143,2372,121,114,123,111,95,353,225,306,370,286,231,37,2372,2220,0,48,37,0,7,60,908,663,560,103,33,70,245,118,127,73611,1181,908,820,88,2332,101,252,353,1979
"06017031406","Census Tract 314.06, El Dorado County, California","Census Tract 314.06, El Dorado County, California","ca","140","00","ACSSF","0003384",,,,,"06","017",,,,"031406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031406",,,"77502319","1932678",5572,5572,186.2062,29.9238143188308,5572,2712,2860,5572,294,260,244,376,321,347,676,808,1112,900,171,63,5572,4940,1,141,120,37,81,252,1987,1410,1185,225,65,160,577,319,258,77469,2617,1987,1794,193,5572,741,507,1248,4324
"06017031502","Census Tract 315.02, El Dorado County, California","Census Tract 315.02, El Dorado County, California","ca","140","00","ACSSF","0003385",,,,,"06","017",,,,"031502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031502",,,"26423035","55829",6465,6465,633.6998,10.2019916694595,6465,2985,3480,6465,269,495,286,61,546,889,500,682,1164,814,439,320,6465,5287,140,54,70,52,484,378,2494,1492,1260,232,81,151,1002,274,728,50042,2679,2494,1711,783,6225,957,1142,2099,4126
"06017031503","Census Tract 315.03, El Dorado County, California","Census Tract 315.03, El Dorado County, California","ca","140","00","ACSSF","0003386",,,,,"06","017",,,,"031503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031503",,,"99356820","24031",2571,2571,67.01965,38.361882757758,2571,1265,1306,2571,91,39,108,107,229,241,237,370,572,373,130,74,2571,2452,0,18,55,0,0,46,1076,791,707,84,27,57,285,177,108,70781,1168,1076,984,92,2550,276,112,388,2162
"06017031504","Census Tract 315.04, El Dorado County, California","Census Tract 315.04, El Dorado County, California","ca","140","00","ACSSF","0003387",,,,,"06","017",,,,"031504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031504",,,"59179157","102128",5350,5350,234.1439,22.8492008457182,5350,2732,2618,5350,245,278,229,177,379,624,477,660,887,476,748,170,5350,5131,12,31,65,0,58,53,2022,1220,1032,188,52,136,802,380,422,58269,2205,2022,1560,462,5336,628,842,1470,3866
"06017031600","Census Tract 316, El Dorado County, California","Census Tract 316, El Dorado County, California","ca","140","00","ACSSF","0003388",,,,,"06","017",,,,"031600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031600",,,"7926181","0",3024,3024,988.1334,3.06031572347053,3024,1723,1301,3024,283,27,176,86,345,957,541,114,197,212,48,38,3024,2049,136,0,237,0,481,121,1318,519,434,85,35,50,799,555,244,36014,3366,1318,234,1084,3017,731,889,1620,1397
"06017031700","Census Tract 317, El Dorado County, California","Census Tract 317, El Dorado County, California","ca","140","00","ACSSF","0003389",,,,,"06","017",,,,"031700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031700",,,"3792886","0",2907,2907,1985.057,1.46444153409205,2907,1341,1566,2907,186,263,328,118,113,183,485,514,388,177,118,34,2907,2221,12,0,523,0,28,123,896,772,715,57,0,57,124,51,73,168654,925,896,846,50,2902,14,169,183,2719
"06017031800","Census Tract 318, El Dorado County, California","Census Tract 318, El Dorado County, California","ca","140","00","ACSSF","0003390",,,,,"06","017",,,,"031800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031800",,,"7969950","0",7426,7426,2413.221,3.0772150295677,7426,3675,3751,7426,493,710,952,293,499,578,1089,1023,930,640,219,0,7426,4846,158,79,1620,124,99,500,2171,1880,1586,294,176,118,291,173,118,153583,2171,2171,1826,345,7426,486,483,969,6457
"06017031900","Census Tract 319, El Dorado County, California","Census Tract 319, El Dorado County, California","ca","140","00","ACSSF","0003391",,,,,"06","017",,,,"031900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017031900",,,"493669543","154255",79,79,0.4144656,190.606881576285,79,40,39,79,3,0,4,0,0,11,0,14,20,13,14,0,79,73,0,3,0,0,3,0,36,31,28,3,1,2,5,2,3,77000,904,36,28,8,79,11,5,16,63
"06017032000","Census Tract 320, El Dorado County, California","Census Tract 320, El Dorado County, California","ca","140","00","ACSSF","0003392",,,,,"06","017",,,,"032000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017032000",,,"185118854","16702898",639,639,8.940215,71.4747898445862,639,305,334,639,29,36,42,44,36,67,59,52,209,21,23,21,639,517,3,39,12,0,3,65,256,165,137,28,25,3,91,43,48,77917,2786,256,202,54,596,27,25,52,544
"06017990000","Census Tract 9900, El Dorado County, California","Census Tract 9900, El Dorado County, California","ca","140","00","ACSSF","0003393",,,,,"06","017",,,,"990000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06017990000",,,"0","134713904",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
"06061020104","Census Tract 201.04, Placer County, California","Census Tract 201.04, Placer County, California","ca","140","00","ACSSF","0007114",,,,,"06","061",,,,"020104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020104",,,"22784546","718832",979,979,111.2859,8.7971627667773,979,530,449,979,7,8,23,15,27,203,76,224,137,109,150,0,979,936,23,0,0,0,13,7,518,240,184,56,0,56,278,144,134,70392,2064,518,332,186,979,206,76,282,697
"06061020105","Census Tract 201.05, Placer County, California","Census Tract 201.05, Placer County, California","ca","140","00","ACSSF","0007115",,,,,"06","061",,,,"020105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020105",,,"27538208","917608",965,965,90.75893,10.6325620041483,965,513,452,965,39,12,6,19,60,85,115,73,255,158,132,11,965,864,0,35,0,0,0,66,486,297,244,53,41,12,189,104,85,63958,2019,486,361,125,965,195,45,240,725
"06061020106","Census Tract 201.06, Placer County, California","Census Tract 201.06, Placer County, California","ca","140","00","ACSSF","0007116",,,,,"06","061",,,,"020106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020106",,,"22134814","359834",1488,1488,174.1104,8.54629982841619,1488,838,650,1488,107,82,87,7,105,367,180,121,290,125,11,6,1488,1424,0,0,0,0,64,0,562,354,297,57,32,25,208,116,92,57262,1956,562,360,202,1488,122,268,390,1098
"06061020107","Census Tract 201.07, Placer County, California","Census Tract 201.07, Placer County, California","ca","140","00","ACSSF","0007117",,,,,"06","061",,,,"020107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020107",,,"7179606","301151",2626,2626,947.3094,2.7720614921768,2626,1440,1186,2626,94,113,90,117,284,673,397,308,353,130,39,28,2626,2216,0,24,16,0,328,42,1026,557,382,175,90,85,469,259,210,43793,1973,1026,468,558,2614,322,768,1090,1524
"06061020200","Census Tract 202, Placer County, California","Census Tract 202, Placer County, California","ca","140","00","ACSSF","0007118",,,,,"06","061",,,,"020200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020200",,,"1456310164","11272460",6654,6654,11.83387,562.284514059525,6654,3518,3136,6654,561,555,238,101,399,773,532,1002,1151,792,451,99,6654,6374,32,12,19,0,88,129,2625,1826,1605,221,0,221,799,415,384,76529,2865,2625,1988,637,6534,626,767,1393,5141
"06061020300","Census Tract 203, Placer County, California","Census Tract 203, Placer County, California","ca","140","00","ACSSF","0007119",,,,,"06","061",,,,"020300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020300",,,"5470662","0",4579,4579,2167.846,2.11223449683937,4579,2273,2306,4579,225,271,232,71,284,551,789,701,568,428,290,169,4579,3881,0,0,12,0,13,673,2156,971,679,292,79,213,1185,412,773,47193,2208,2156,717,1439,4463,796,471,1267,3196
"06061020401","Census Tract 204.01, Placer County, California","Census Tract 204.01, Placer County, California","ca","140","00","ACSSF","0007120",,,,,"06","061",,,,"020401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020401",,,"2630734","0",2166,2166,2132.452,1.01573211922217,2166,968,1198,2166,85,131,100,61,199,339,246,374,315,134,99,83,2166,1939,5,0,38,0,44,140,975,545,289,256,30,226,430,205,225,41433,1014,975,312,663,2084,405,465,870,1214
"06061020402","Census Tract 204.02, Placer County, California","Census Tract 204.02, Placer County, California","ca","140","00","ACSSF","0007121",,,,,"06","061",,,,"020402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020402",,,"8130045","250163",3667,3667,1168.196,3.13902805727285,3667,1840,1827,3667,145,203,239,79,416,164,349,431,701,563,272,105,3667,3527,0,22,35,0,46,37,1450,976,819,157,64,93,474,192,282,79231,1536,1450,1078,372,3667,227,505,732,2935
"06061020501","Census Tract 205.01, Placer County, California","Census Tract 205.01, Placer County, California","ca","140","00","ACSSF","0007122",,,,,"06","061",,,,"020501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020501",,,"26798001","96011",2972,2972,287.2395,10.3467660854027,2972,1524,1448,2972,130,177,149,132,135,241,306,394,536,468,214,90,2972,2715,20,26,72,0,7,132,1191,839,718,121,46,75,352,214,138,77250,1256,1191,973,218,2964,103,247,350,2614
"06061020502","Census Tract 205.02, Placer County, California","Census Tract 205.02, Placer County, California","ca","140","00","ACSSF","0007123",,,,,"06","061",,,,"020502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020502",,,"26600729","786281",4475,4475,435.7097,10.2705989371379,4475,2084,2391,4475,192,307,189,95,238,395,346,665,917,688,363,80,4475,4103,32,16,205,0,21,98,1789,1288,1192,96,20,76,501,133,368,87276,1855,1789,1630,159,4475,342,577,919,3556
"06061020601","Census Tract 206.01, Placer County, California","Census Tract 206.01, Placer County, California","ca","140","00","ACSSF","0007124",,,,,"06","061",,,,"020601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020601",,,"24921085","21186168",7341,7341,762.9324,9.62208473552773,7341,3658,3683,7341,266,357,720,205,217,457,905,961,1672,882,510,189,7341,6453,112,0,342,0,22,412,2719,2124,1919,205,61,144,595,301,294,125490,2808,2719,2495,224,7341,218,440,658,6683
"06061020602","Census Tract 206.02, Placer County, California","Census Tract 206.02, Placer County, California","ca","140","00","ACSSF","0007125",,,,,"06","061",,,,"020602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020602",,,"48973252","64447",8254,8254,436.5191,18.9086791135712,8254,4172,4082,8254,326,652,639,369,602,821,746,1314,1306,953,396,130,8254,7147,137,0,436,0,58,476,2783,2111,1781,330,156,174,672,425,247,103258,3032,2783,2451,332,8239,762,467,1229,7010
"06061020604","Census Tract 206.04, Placer County, California","Census Tract 206.04, Placer County, California","ca","140","00","ACSSF","0007126",,,,,"06","061",,,,"020604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020604",,,"11506386","22118",6405,6405,1441.71,4.44264066088337,6405,3278,3127,6405,508,432,457,374,378,556,755,1054,902,610,323,56,6405,5540,57,0,306,0,72,430,2196,1780,1530,250,115,135,416,219,197,123409,2218,2196,1793,403,6393,195,498,693,5700
"06061020605","Census Tract 206.05, Placer County, California","Census Tract 206.05, Placer County, California","ca","140","00","ACSSF","0007127",,,,,"06","061",,,,"020605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020605",,,"10474395","25795",6003,6003,1484.353,4.04418669121247,6003,2845,3158,6003,113,364,514,384,630,192,620,1233,1014,541,255,143,6003,4857,2,0,556,0,330,258,2155,1654,1520,134,0,134,501,241,260,116899,2234,2155,1771,384,5992,204,275,479,5513
"06061020606","Census Tract 206.06, Placer County, California","Census Tract 206.06, Placer County, California","ca","140","00","ACSSF","0007128",,,,,"06","061",,,,"020606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020606",,,"4123880","21600",4312,4312,2708.136,1.59223903740095,4312,2228,2084,4312,75,134,459,377,355,172,376,1022,838,341,132,31,4312,3359,70,0,654,0,0,229,1412,1236,1157,79,29,50,176,85,91,166000,1454,1412,1310,102,4305,184,90,274,4031
"06061020710","Census Tract 207.10, Placer County, California","Census Tract 207.10, Placer County, California","ca","140","00","ACSSF","0007129",,,,,"06","061",,,,"020710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020710",,,"3694144","0",4517,4517,3166.898,1.42631703312911,4517,2218,2299,4517,204,285,314,202,223,277,596,559,854,628,179,196,4517,4092,90,0,281,0,8,46,1687,1316,1114,202,41,161,371,104,267,101910,1721,1687,1410,277,4504,265,561,826,3678
"06061020711","Census Tract 207.11, Placer County, California","Census Tract 207.11, Placer County, California","ca","140","00","ACSSF","0007130",,,,,"06","061",,,,"020711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020711",,,"2766186","0",4094,4094,3833.224,1.06803043102902,4094,1959,2135,4094,229,246,218,179,262,529,537,635,435,415,179,230,4094,3483,25,113,312,13,58,90,1881,994,800,194,70,124,887,351,536,62853,2008,1881,559,1322,4094,310,605,915,3179
"06061020712","Census Tract 207.12, Placer County, California","Census Tract 207.12, Placer County, California","ca","140","00","ACSSF","0007131",,,,,"06","061",,,,"020712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020712",,,"1762106","0",3913,3913,5751.426,0.68035295916429,3913,1856,2057,3913,404,249,164,98,274,751,366,350,426,498,186,147,3913,3274,81,128,115,0,277,38,1525,989,702,287,92,195,536,112,424,58868,1568,1525,812,713,3829,519,695,1214,2615
"06061020713","Census Tract 207.13, Placer County, California","Census Tract 207.13, Placer County, California","ca","140","00","ACSSF","0007132",,,,,"06","061",,,,"020713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020713",,,"1546041","0",3175,3175,5318.883,0.596929792724908,3175,1421,1754,3175,172,173,253,75,329,260,316,372,293,355,275,302,3175,2623,88,11,259,0,28,166,1253,713,477,236,54,182,540,205,335,48250,1390,1253,599,654,2852,554,344,898,1954
"06061020714","Census Tract 207.14, Placer County, California","Census Tract 207.14, Placer County, California","ca","140","00","ACSSF","0007133",,,,,"06","061",,,,"020714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020714",,,"2344751","0",4151,4151,4585.152,0.905313460911788,4151,2091,2060,4151,156,183,198,232,409,333,444,695,792,503,118,88,4151,3447,167,34,331,0,103,69,1456,1088,852,236,96,140,368,178,190,88523,1477,1456,1086,370,4151,343,234,577,3574
"06061020715","Census Tract 207.15, Placer County, California","Census Tract 207.15, Placer County, California","ca","140","00","ACSSF","0007134",,,,,"06","061",,,,"020715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020715",,,"1462400","0",2976,2976,5270.654,0.564635820706505,2976,1474,1502,2976,157,140,118,74,238,576,306,397,456,320,149,45,2976,2444,1,38,127,0,171,195,1128,733,607,126,37,89,395,187,208,69821,1139,1128,828,300,2965,317,313,630,2335
"06061020717","Census Tract 207.17, Placer County, California","Census Tract 207.17, Placer County, California","ca","140","00","ACSSF","0007135",,,,,"06","061",,,,"020717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020717",,,"6328485","0",3474,3474,1421.765,2.44344182289648,3474,1838,1636,3474,116,156,264,245,377,599,461,556,438,168,64,30,3474,2867,67,0,349,0,41,150,1360,896,665,231,66,165,464,220,244,94500,1425,1360,815,545,3465,214,288,502,2963
"06061020805","Census Tract 208.05, Placer County, California","Census Tract 208.05, Placer County, California","ca","140","00","ACSSF","0007136",,,,,"06","061",,,,"020805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020805",,,"2095128","0",3979,3979,4918.822,0.808933477684067,3979,1884,2095,3979,192,189,207,114,396,754,652,532,513,251,140,39,3979,3272,177,0,118,12,289,111,1635,993,751,242,57,185,642,223,419,61442,1777,1635,918,717,3970,391,669,1060,2910
"06061020806","Census Tract 208.06, Placer County, California","Census Tract 208.06, Placer County, California","ca","140","00","ACSSF","0007137",,,,,"06","061",,,,"020806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020806",,,"2091983","0",3779,3779,4678.606,0.807719186343721,3779,1897,1882,3779,253,240,146,152,327,585,517,406,544,304,224,81,3779,3163,75,0,204,0,221,116,1644,996,753,243,66,177,648,337,311,52134,1667,1644,901,743,3779,752,507,1259,2520
"06061020901","Census Tract 209.01, Placer County, California","Census Tract 209.01, Placer County, California","ca","140","00","ACSSF","0007138",,,,,"06","061",,,,"020901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020901",,,"1792684","0",2396,2396,3461.631,0.692159191471157,2396,1211,1185,2396,107,225,139,83,207,562,310,222,299,131,54,57,2396,1669,45,25,0,70,449,138,956,495,271,224,100,124,461,242,219,41429,1038,956,335,621,2355,568,534,1102,1253
"06061020908","Census Tract 209.08, Placer County, California","Census Tract 209.08, Placer County, California","ca","140","00","ACSSF","0007139",,,,,"06","061",,,,"020908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061020908",,,"10645954","0",7286,7286,1772.566,4.11042599425171,7286,3691,3595,7286,482,517,464,283,587,1178,979,701,1011,619,263,202,7286,5114,60,20,410,17,1398,267,2631,1773,1371,402,171,231,858,447,411,63036,2728,2631,1386,1245,7286,1001,1730,2731,4555
"06061021003","Census Tract 210.03, Placer County, California","Census Tract 210.03, Placer County, California","ca","140","00","ACSSF","0007140",,,,,"06","061",,,,"021003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021003",,,"7614998","0",6166,6166,2097.16,2.94016729035038,6166,3008,3158,6166,356,333,393,257,379,992,775,746,1065,403,305,162,6166,5118,47,21,339,0,187,454,2322,1573,1216,357,41,316,749,368,381,60062,2433,2322,1446,876,6166,838,1060,1898,4268
"06061021034","Census Tract 210.34, Placer County, California","Census Tract 210.34, Placer County, California","ca","140","00","ACSSF","0007141",,,,,"06","061",,,,"021034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021034",,,"2777241","0",4550,4550,4243.22,1.07229879057355,4550,2287,2263,4550,371,353,357,194,322,860,718,686,414,197,44,34,4550,3396,10,0,653,7,117,367,1360,1198,1006,192,40,152,162,62,100,108247,1393,1360,1057,303,4550,192,174,366,4184
"06061021035","Census Tract 210.35, Placer County, California","Census Tract 210.35, Placer County, California","ca","140","00","ACSSF","0007142",,,,,"06","061",,,,"021035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021035",,,"3557060","0",7917,7917,5764.574,1.37338860257268,7917,3577,4340,7917,272,517,614,805,773,892,1285,1387,586,498,196,92,7917,6094,176,0,1114,16,75,442,2498,1892,1366,526,122,404,606,223,383,102778,2538,2498,1913,585,7917,556,449,1005,6912
"06061021037","Census Tract 210.37, Placer County, California","Census Tract 210.37, Placer County, California","ca","140","00","ACSSF","0007143",,,,,"06","061",,,,"021037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021037",,,"1035713","0",2148,2148,5371.463,0.399891041966218,2148,974,1174,2148,154,137,130,72,159,257,336,168,268,154,188,125,2148,1681,30,0,260,6,109,62,952,545,369,176,55,121,407,91,316,61894,1023,952,459,493,2148,122,455,577,1571
"06061021038","Census Tract 210.38, Placer County, California","Census Tract 210.38, Placer County, California","ca","140","00","ACSSF","0007144",,,,,"06","061",,,,"021038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021038",,,"2780988","0",7537,7537,7019.354,1.07374551542324,7537,3743,3794,7537,473,494,595,558,1110,672,840,1333,911,390,90,71,7537,6160,0,227,430,16,434,270,2381,1990,1466,524,170,354,391,135,256,99807,2580,2381,1847,534,7444,722,584,1306,6138
"06061021039","Census Tract 210.39, Placer County, California","Census Tract 210.39, Placer County, California","ca","140","00","ACSSF","0007145",,,,,"06","061",,,,"021039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021039",,,"1850910","0",1642,1642,2297.659,0.71464037671217,1642,733,909,1642,0,0,0,0,9,0,13,35,197,510,643,235,1642,1504,30,15,37,0,56,0,955,546,518,28,0,28,409,107,302,61152,1062,955,851,104,1642,55,200,255,1387
"06061021040","Census Tract 210.40, Placer County, California","Census Tract 210.40, Placer County, California","ca","140","00","ACSSF","0007146",,,,,"06","061",,,,"021040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021040",,,"2938016","0",3172,3172,2796.255,1.13437436775769,3172,1283,1889,3172,0,0,0,0,0,0,0,53,295,842,1355,627,3172,2929,0,26,138,0,0,79,1962,1035,976,59,0,59,927,228,699,48085,2059,1962,1665,297,3172,396,407,803,2369
"06061021043","Census Tract 210.43, Placer County, California","Census Tract 210.43, Placer County, California","ca","140","00","ACSSF","0007147",,,,,"06","061",,,,"021043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021043",,,"5832455","0",3563,3563,1582.203,2.2519235610358,3563,1699,1864,3563,294,216,246,182,320,501,476,466,574,124,133,31,3563,2942,18,20,298,6,176,103,1170,878,710,168,42,126,292,145,147,110379,1170,1170,863,307,3563,85,269,354,3209
"06061021044","Census Tract 210.44, Placer County, California","Census Tract 210.44, Placer County, California","ca","140","00","ACSSF","0007148",,,,,"06","061",,,,"021044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021044",,,"2406254","0",6416,6416,6905.906,0.929059902980245,6416,3144,3272,6416,314,446,615,332,711,471,964,1276,785,263,172,67,6416,4984,133,16,656,0,47,580,1963,1599,1321,278,95,183,364,175,189,114981,1963,1963,1569,394,6403,237,295,532,5871
"06061021045","Census Tract 210.45, Placer County, California","Census Tract 210.45, Placer County, California","ca","140","00","ACSSF","0007149",,,,,"06","061",,,,"021045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021045",,,"1571092","0",3186,3186,5252.208,0.606602038310602,3186,1335,1851,3186,155,215,244,79,561,357,420,546,267,211,98,33,3186,2413,74,3,128,0,228,340,1143,785,562,223,25,198,358,268,90,74034,1185,1143,614,529,3155,186,607,793,2362
"06061021046","Census Tract 210.46, Placer County, California","Census Tract 210.46, Placer County, California","ca","140","00","ACSSF","0007150",,,,,"06","061",,,,"021046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06061021046",,,"1668077","0",4438,4438,6890.789,0.644048157752082,4438,2162,2276,4438,241,210,407,129,397,617,550,478,566,451,176,216,4438,3794,72,13,226,12,29,292,1942,982,831,151,26,125,960,514,446,59444,2102,1942,893,1049,4438,482,504,986,3452
