"FIPS","Name of Area","Qualifying Name","State/U.S.-Abbreviation (USPS)","Summary Level","Geographic Component","File Identification","Logical Record Number","US","Region","Division","State (Census Code)","State (FIPS)","County","County Subdivision (FIPS)","Place (FIPS Code)","Place (State FIPS + Place FIPS)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (Census)","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Combined Statistical Area","New England City and Town Area","New England City and Town Area Division","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","ZIP Code Tabulation Area (5-digit)","Subbarrio (FIPS)","School District (Elementary)","School District (Secondary)","School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 5% File","Public Use Microdata Area - 1% File","Geographic Identifier","Tribal Tract","Tribal Block Group","Area (Land)","Area (Water)","Total Population","Total Population","Population Density (Per Sq. Mile)","Area (Land)","Total Population:","Total Population: Male","Total Population: Female","Total Population:","Total Population: Under 5 Years","Total Population: 5 to 9 Years","Total Population: 10 to 14 Years","Total Population: 15 to 17 Years","Total Population: 18 to 24 Years","Total Population: 25 to 34 Years","Total Population: 35 to 44 Years","Total Population: 45 to 54 Years","Total Population: 55 to 64 Years","Total Population: 65 to 74 Years","Total Population: 75 to 84 Years","Total Population: 85 Years and Over","Total Population:","Total Population: White Alone","Total Population: Black or African American Alone","Total Population: American Indian and Alaska Native Alone","Total Population: Asian Alone","Total Population: Native Hawaiian and Other Pacific Islander Alone","Total Population: Some Other Race Alone","Total Population: Two or More Races","Households:","Households: Family Households","Households: Family Households: Married-Couple Family","Households: Family Households: Other Family","Households: Family Households: Other Family: Male Householder, No Wife Present","Households: Family Households: Other Family: Female Householder, No Husband Present","Households: Nonfamily Households","Households: Nonfamily Households: Male Householder","Households: Nonfamily Households: Female Householder","Median Household Income (In 2017 Inflation Adjusted Dollars)","Housing Units","Occupied Housing Units:","Occupied Housing Units: Owner Occupied","Occupied Housing Units: Renter Occupied","Population for Whom Poverty Status Is Determined:","Population for Whom Poverty Status Is Determined: Under 1.00 (Doing Poorly)","Population for Whom Poverty Status Is Determined: 1.00 to 1.99 (Struggling)","Population for Whom Poverty Status Is Determined: Under 2.00 (Poor or Struggling)","Population for Whom Poverty Status Is Determined: 2.00 and Over (Doing Ok)"
"08013013004","Census Tract 130.04, Boulder County, Colorado","Census Tract 130.04, Boulder County, Colorado","co","140","00","ACSSF","0001363",,,,,"08","013",,,,"013004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013004",,,"1984869","112412",3725,3725,4860.625,0.766362237971759,3725,1806,1919,3725,295,298,324,200,207,272,507,561,747,261,53,0,3725,3251,20,25,342,0,0,87,1298,1040,881,159,21,138,258,118,140,123017,1298,1298,1111,187,3716,132,479,611,3105
"08013013005","Census Tract 130.05, Boulder County, Colorado","Census Tract 130.05, Boulder County, Colorado","co","140","00","ACSSF","0001364",,,,,"08","013",,,,"013005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013005",,,"1940453","923",3483,3483,4648.877,0.749213123767369,3483,1641,1842,3483,269,226,198,184,207,410,494,540,549,221,125,60,3483,3319,0,0,42,0,8,114,1403,914,720,194,61,133,489,202,287,80331,1456,1403,993,410,3475,326,403,729,2746
"08013013006","Census Tract 130.06, Boulder County, Colorado","Census Tract 130.06, Boulder County, Colorado","co","140","00","ACSSF","0001365",,,,,"08","013",,,,"013006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013006",,,"3220130","12053",6030,6030,4849.999,1.24329919675304,6030,2835,3195,6030,192,663,462,267,327,812,732,1174,823,270,196,112,6030,5444,20,5,376,0,98,87,2303,1531,1315,216,87,129,772,314,458,94861,2387,2303,1589,714,6006,333,571,904,5102
"08013013201","Census Tract 132.01, Boulder County, Colorado","Census Tract 132.01, Boulder County, Colorado","co","140","00","ACSSF","0001366",,,,,"08","013",,,,"013201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013201",,,"58546093","3906167",1618,1618,71.5778,22.6047734584098,1618,781,837,1618,38,63,92,118,132,83,125,283,335,253,89,7,1618,1496,6,0,18,0,61,37,606,471,381,90,17,73,135,67,68,83125,638,606,516,90,1562,179,61,240,1322
"08013013202","Census Tract 132.02, Boulder County, Colorado","Census Tract 132.02, Boulder County, Colorado","co","140","00","ACSSF","0001367",,,,,"08","013",,,,"013202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013202",,,"63330974","2252651",1518,1518,62.08023,24.4522275778884,1518,711,807,1518,47,37,126,51,137,161,76,225,300,223,91,44,1518,1483,31,0,4,0,0,0,569,410,362,48,11,37,159,101,58,120855,576,569,528,41,1513,163,105,268,1245
"08013013205","Census Tract 132.05, Boulder County, Colorado","Census Tract 132.05, Boulder County, Colorado","co","140","00","ACSSF","0001368",,,,,"08","013",,,,"013205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013205",,,"22817217","23594",5671,5671,643.7167,8.80977672483425,5671,2831,2840,5671,162,359,541,302,460,426,331,1163,1156,495,276,0,5671,5408,22,0,143,0,0,98,2112,1553,1335,218,113,105,559,343,216,115682,2187,2112,1758,354,5671,482,265,747,4924
"08013013207","Census Tract 132.07, Boulder County, Colorado","Census Tract 132.07, Boulder County, Colorado","co","140","00","ACSSF","0001369",,,,,"08","013",,,,"013207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013207",,,"5461621","1058335",4498,4498,2133.023,2.10874374707528,4498,2259,2239,4498,210,290,254,132,462,542,496,706,702,496,188,20,4498,4252,11,23,83,0,94,35,1876,1223,1083,140,62,78,653,405,248,86500,1949,1876,1160,716,4492,369,468,837,3655
"08013013208","Census Tract 132.08, Boulder County, Colorado","Census Tract 132.08, Boulder County, Colorado","co","140","00","ACSSF","0001370",,,,,"08","013",,,,"013208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013208",,,"3229087","33975",5876,5876,4713.025,1.24675751393443,5876,2592,3284,5876,262,362,362,250,350,581,703,625,980,687,426,288,5876,5524,0,117,122,18,0,95,2426,1521,1271,250,50,200,905,197,708,71441,2607,2426,1714,712,5807,269,469,738,5069
"08013013210","Census Tract 132.10, Boulder County, Colorado","Census Tract 132.10, Boulder County, Colorado","co","140","00","ACSSF","0001371",,,,,"08","013",,,,"013210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013210",,,"5594028","220310",5040,5040,2333.478,2.15986637775928,5040,2721,2319,5040,412,321,265,197,413,760,839,720,569,413,123,8,5040,4304,103,91,103,0,332,107,1826,1341,967,374,175,199,485,290,195,62560,1915,1826,1264,562,5040,590,869,1459,3581
"08013013211","Census Tract 132.11, Boulder County, Colorado","Census Tract 132.11, Boulder County, Colorado","co","140","00","ACSSF","0001372",,,,,"08","013",,,,"013211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013211",,,"52397156","2388035",6005,6005,296.8268,20.2306558949308,6005,2935,3070,6005,368,582,595,304,246,469,887,849,1025,610,50,20,6005,5310,8,17,81,0,515,74,2143,1804,1478,326,104,222,339,168,171,118125,2226,2143,1651,492,6005,725,458,1183,4822
"08013013212","Census Tract 132.12, Boulder County, Colorado","Census Tract 132.12, Boulder County, Colorado","co","140","00","ACSSF","0001373",,,,,"08","013",,,,"013212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013212",,,"8481753","590332",4639,4639,1416.565,3.27482328103451,4639,2309,2330,4639,328,260,287,142,274,670,608,778,696,368,155,73,4639,3959,61,16,359,2,65,177,1878,1219,1019,200,39,161,659,325,334,80338,1948,1878,1183,695,4639,248,585,833,3806
"08013013213","Census Tract 132.13, Boulder County, Colorado","Census Tract 132.13, Boulder County, Colorado","co","140","00","ACSSF","0001374",,,,,"08","013",,,,"013213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013213",,,"20195875","390458",8709,8709,1116.872,7.79767164944394,8709,4182,4527,8709,391,913,984,492,810,879,1629,1178,824,512,97,0,8709,7527,45,12,703,0,156,266,3049,2237,1634,603,143,460,812,473,339,87264,3138,3049,1670,1379,8677,764,808,1572,7105
"08013013302","Census Tract 133.02, Boulder County, Colorado","Census Tract 133.02, Boulder County, Colorado","co","140","00","ACSSF","0001375",,,,,"08","013",,,,"013302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013302",,,"3773689","54133",4682,4682,3213.387,1.45702953063875,4682,2253,2429,4682,173,203,253,110,304,517,610,735,825,586,231,135,4682,4463,119,24,31,0,11,34,2220,1108,942,166,67,99,1112,486,626,69450,2454,2220,1389,831,4682,257,729,986,3696
"08013013305","Census Tract 133.05, Boulder County, Colorado","Census Tract 133.05, Boulder County, Colorado","co","140","00","ACSSF","0001376",,,,,"08","013",,,,"013305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013305",,,"1965697","0",5222,5222,6880.469,0.758959887072836,5222,2601,2621,5222,420,366,252,91,603,953,662,717,700,292,82,84,5222,4621,44,57,137,0,298,65,1994,1287,873,414,171,243,707,411,296,58284,2059,1994,1412,582,5178,927,557,1484,3694
"08013013306","Census Tract 133.06, Boulder County, Colorado","Census Tract 133.06, Boulder County, Colorado","co","140","00","ACSSF","0001377",,,,,"08","013",,,,"013306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013306",,,"1987738","0",5143,5143,6701.239,0.767469965111807,5143,2452,2691,5143,291,445,482,282,546,607,638,694,418,302,256,182,5143,4362,67,0,21,0,543,150,1727,1256,865,391,93,298,471,217,254,55120,1727,1727,814,913,4943,770,1045,1815,3128
"08013013307","Census Tract 133.07, Boulder County, Colorado","Census Tract 133.07, Boulder County, Colorado","co","140","00","ACSSF","0001378",,,,,"08","013",,,,"013307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013307",,,"1952838","13257",3687,3687,4889.953,0.75399499920463,3687,1741,1946,3687,160,178,164,125,285,393,568,440,590,349,280,155,3687,3096,30,160,88,0,236,77,1581,841,561,280,56,224,740,388,352,45186,1747,1581,776,805,3598,432,846,1278,2320
"08013013308","Census Tract 133.08, Boulder County, Colorado","Census Tract 133.08, Boulder County, Colorado","co","140","00","ACSSF","0001379",,,,,"08","013",,,,"013308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013308",,,"1963964","0",3509,3509,4627.513,0.758290772003577,3509,1588,1921,3509,207,168,176,107,179,448,381,460,599,484,195,105,3509,3244,18,41,63,0,104,39,1717,796,611,185,11,174,921,442,479,45275,1762,1717,979,738,3438,578,573,1151,2287
"08013013401","Census Tract 134.01, Boulder County, Colorado","Census Tract 134.01, Boulder County, Colorado","co","140","00","ACSSF","0001380",,,,,"08","013",,,,"013401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013401",,,"3154127","155628",3529,3529,2897.812,1.21781529489712,3529,1833,1696,3529,395,158,210,108,505,485,466,506,334,250,84,28,3529,2752,53,26,42,18,507,131,1473,825,503,322,93,229,648,293,355,39008,1550,1473,507,966,3529,944,638,1582,1947
"08013013402","Census Tract 134.02, Boulder County, Colorado","Census Tract 134.02, Boulder County, Colorado","co","140","00","ACSSF","0001381",,,,,"08","013",,,,"013402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013402",,,"5656890","13258",7521,7521,3443.464,2.18413753268355,7521,3445,4076,7521,489,452,394,342,561,1116,1186,1047,965,578,276,115,7521,5984,22,237,320,0,417,541,2999,1991,1465,526,220,306,1008,429,579,70815,2999,2999,2017,982,7461,832,1324,2156,5305
"08013013503","Census Tract 135.03, Boulder County, Colorado","Census Tract 135.03, Boulder County, Colorado","co","140","00","ACSSF","0001382",,,,,"08","013",,,,"013503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013503",,,"1950396","0",5735,5735,7615.674,0.753052137693302,5735,2798,2937,5735,468,535,369,272,652,950,774,694,470,300,216,35,5735,4900,28,110,56,14,461,166,2031,1301,736,565,80,485,730,418,312,45685,2087,2031,926,1105,5735,1383,1268,2651,3084
"08013013505","Census Tract 135.05, Boulder County, Colorado","Census Tract 135.05, Boulder County, Colorado","co","140","00","ACSSF","0001383",,,,,"08","013",,,,"013505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013505",,,"1293460","0",4534,4534,9078.754,0.499407719263564,4534,2346,2188,4534,351,441,424,189,545,579,565,643,229,280,184,104,4534,3684,30,191,0,63,498,68,1664,1031,649,382,185,197,633,323,310,45109,1782,1664,433,1231,4417,941,1199,2140,2277
"08013013506","Census Tract 135.06, Boulder County, Colorado","Census Tract 135.06, Boulder County, Colorado","co","140","00","ACSSF","0001384",,,,,"08","013",,,,"013506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013506",,,"2596270","0",4409,4409,4398.332,1.00242549386329,4409,1972,2437,4409,242,251,313,246,457,358,554,538,709,462,177,102,4409,4082,41,21,137,0,87,41,1520,1196,910,286,118,168,324,142,182,95263,1531,1520,1329,191,4405,557,233,790,3615
"08013013507","Census Tract 135.07, Boulder County, Colorado","Census Tract 135.07, Boulder County, Colorado","co","140","00","ACSSF","0001385",,,,,"08","013",,,,"013507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013507",,,"1954083","0",3356,3356,4448.122,0.754475696412493,3356,1776,1580,3356,179,165,283,120,255,668,418,390,464,235,179,0,3356,2859,0,0,119,0,209,169,1190,892,676,216,113,103,298,159,139,76739,1190,1190,961,229,3344,181,466,647,2697
"08013013508","Census Tract 135.08, Boulder County, Colorado","Census Tract 135.08, Boulder County, Colorado","co","140","00","ACSSF","0001386",,,,,"08","013",,,,"013508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013508",,,"5174251","58992",7797,7797,3902.813,1.99778956504818,7797,3849,3948,7797,488,817,624,316,534,884,1134,1382,824,489,233,72,7797,6657,188,0,367,0,107,478,2554,2023,1640,383,96,287,531,230,301,86750,2554,2554,2147,407,7768,256,598,854,6914
"08013013601","Census Tract 136.01, Boulder County, Colorado","Census Tract 136.01, Boulder County, Colorado","co","140","00","ACSSF","0001387",,,,,"08","013",,,,"013601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013601",,,"138095177","2045424",4088,4088,76.67082,53.3188508981509,4088,2052,2036,4088,242,344,249,112,244,399,611,636,686,354,154,57,4088,3822,53,20,72,0,27,94,1586,1087,955,132,24,108,499,266,233,95000,1737,1586,1242,344,4088,368,210,578,3510
"08013013602","Census Tract 136.02, Boulder County, Colorado","Census Tract 136.02, Boulder County, Colorado","co","140","00","ACSSF","0001388",,,,,"08","013",,,,"013602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013602",,,"495110388","3405352",867,867,4.535392,191.163202300551,867,463,404,867,18,32,25,15,53,66,82,107,196,223,44,6,867,844,4,0,7,5,0,7,442,242,235,7,0,7,200,134,66,77500,1437,442,348,94,867,15,97,112,755
"08013013701","Census Tract 137.01, Boulder County, Colorado","Census Tract 137.01, Boulder County, Colorado","co","140","00","ACSSF","0001389",,,,,"08","013",,,,"013701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013701",,,"251549750","2312493",6149,6149,63.31088,97.1239032767719,6149,3553,2596,6149,259,324,362,98,225,530,806,1180,1063,921,321,60,6149,5749,68,15,147,11,34,125,2637,1784,1592,192,94,98,853,542,311,109253,3074,2637,2269,368,6149,493,657,1150,4999
"08013013702","Census Tract 137.02, Boulder County, Colorado","Census Tract 137.02, Boulder County, Colorado","co","140","00","ACSSF","0001390",,,,,"08","013",,,,"013702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013013702",,,"338532380","3963053",5970,5970,45.6743,130.708089767211,5970,3141,2829,5970,164,230,468,138,349,862,1016,984,1030,570,132,27,5970,5749,0,16,39,0,25,141,2673,1555,1261,294,145,149,1118,692,426,88988,3420,2673,1888,785,5951,654,695,1349,4602
"08013060600","Census Tract 606, Boulder County, Colorado","Census Tract 606, Boulder County, Colorado","co","140","00","ACSSF","0001391",,,,,"08","013",,,,"060600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013060600",,,"37789063","1420035",5953,5953,408.0069,14.5904398012655,5953,3001,2952,5953,315,285,391,224,601,1269,934,854,588,289,170,33,5953,4433,52,0,1280,0,47,141,2319,1572,1194,378,82,296,747,336,411,107564,2484,2319,791,1528,5937,428,535,963,4974
"08013060700","Census Tract 607, Boulder County, Colorado","Census Tract 607, Boulder County, Colorado","co","140","00","ACSSF","0001392",,,,,"08","013",,,,"060700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013060700",,,"9956457","82688",3177,3177,826.4377,3.8442097029021,3177,1535,1642,3177,105,108,256,229,234,159,330,656,605,259,185,51,3177,2891,0,12,165,0,0,109,1363,894,685,209,57,152,469,187,282,104978,1428,1363,1054,309,3177,148,197,345,2832
"08013060800","Census Tract 608, Boulder County, Colorado","Census Tract 608, Boulder County, Colorado","co","140","00","ACSSF","0001393",,,,,"08","013",,,,"060800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013060800",,,"21509383","149853",7083,7083,852.8782,8.30481994511172,7083,3533,3550,7083,226,322,453,409,950,1099,1254,1015,627,382,302,44,7083,6360,18,0,186,0,246,273,2979,1895,1263,632,261,371,1084,601,483,49498,3201,2979,1632,1347,7034,1005,978,1983,5051
"08013060900","Census Tract 609, Boulder County, Colorado","Census Tract 609, Boulder County, Colorado","co","140","00","ACSSF","0001394",,,,,"08","013",,,,"060900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013060900",,,"7742177","24211",4603,4603,1539.84,2.98927137886353,4603,2130,2473,4603,352,230,214,100,324,796,554,596,926,359,94,58,4603,4106,14,0,169,0,91,223,1918,1152,961,191,50,141,766,304,462,70592,1950,1918,1393,525,4591,315,491,806,3785
"08013061300","Census Tract 613, Boulder County, Colorado","Census Tract 613, Boulder County, Colorado","co","140","00","ACSSF","0001395",,,,,"08","013",,,,"061300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013061300",,,"2106504","6895",3524,3524,4332.827,0.813325776026761,3524,1788,1736,3524,207,336,357,212,283,333,433,737,463,120,34,9,3524,3000,29,4,378,0,32,81,1069,939,851,88,33,55,130,42,88,152433,1069,1069,943,126,3487,74,152,226,3261
"08013061400","Census Tract 614, Boulder County, Colorado","Census Tract 614, Boulder County, Colorado","co","140","00","ACSSF","0001396",,,,,"08","013",,,,"061400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US08013061400",,,"2579581","8890",3663,3663,3677.778,0.995981834664871,3663,1754,1909,3663,227,333,312,235,304,400,530,783,331,147,61,0,3663,2778,48,22,634,0,0,181,1211,1010,810,200,126,74,201,104,97,114750,1228,1211,953,258,3651,140,419,559,3092
